event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,acsc_priority_log,nist_800_53_au,field_schema,group_policy_path,opposite_event_id,cim_mapping
5323,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5323
Level:         Information
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5324,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy received the notification {NotificationType} from Winlogon for session {SessionId}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5324
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy received the notification {NotificationType} from Winlogon for session {SessionId}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5325,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy received {NotificationType} notification from Service Control Manager.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5325
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy received {NotificationType} notification from Service Control Manager.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5326,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy successfully discovered the Domain Controller in {DCDiscoveryTimeInMilliSeconds} milliseconds.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5326
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy successfully discovered the Domain Controller in {DCDiscoveryTimeInMilliSeconds} milliseconds.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5327,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Estimated network bandwidth on one of the connections: {NetworkBandwidthInKbps} kbps.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5327
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Estimated network bandwidth on one of the connections: {NetworkBandwidthInKbps} kbps.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5331,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Service configuration update to standalone was attempted due to the presence of Group Policy client extension {UpdateCauseExtensionName} that is not part of the operating system and completed with status {ErrorCode}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5331
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Service configuration update to standalone was attempted due to the presence of Group Policy client extension {UpdateCauseExtensionName} that is not part of the operating system and completed with status {ErrorCode}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5332,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy waited for {TimeWaitedAtStartup} milliseconds for the Direct Access CorpNet connectivity at computer boot.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5332
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy waited for {TimeWaitedAtStartup} milliseconds for the Direct Access CorpNet connectivity at computer boot.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5340,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,The Group Policy processing mode is {PolicyApplicationMode}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5340
Level:         Information
Computer:      WKS-0142.corp.local
Description:
The Group Policy processing mode is {PolicyApplicationMode}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5351,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group policy session returned to winlogon.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5351
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group policy session returned to winlogon.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6000,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6000
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6001,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6001
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6002,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6002
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6003,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6003
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6004,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6004
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
6005,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      6005
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
